Дата;Базовый уровень;Изменение кол-ва магазинов;Развитие ecom;Уход конкурентов;Мобилизация;Скидки;COVID;Черная пятница;Площадь магазинов;Праздничные открытия;Праздничные открытия - блогеры;Изменение цен;SMS;Реклама GJ;Реклама конкурентов;COVID - Самоизоляция и закрытие магазинов;Отложенный спрос после самоизоляции
2019_01;1317099,244;0;0;0;0;214671,0187;0;0;0;0;0;0;0,397438064;2270,297789;-86185,44024;0;0
2019_02;1346517,675;0;-1167,537623;0;0;181827,8385;0;0;0;0;0;12796,37806;0,187797513;2311,240168;-119968,6718;0;0
2019_03;1206812,97;-7043,65547;-2154,527089;0;0;258802,0551;0;0;26,40747092;0;0;-35445,67025;21280,4014;1838,545133;-103937,7705;0;0
2019_04;1121001,182;-6542,808455;-3041,298636;0;0;222334,6803;0;0;35,17274918;0;0;-16325,90879;19767,19703;1859,050297;-72338,88569;0;0
2019_05;1050655,797;-6132,232279;-3849,393957;0;0;169884,8757;0;0;35,23851879;3172,604546;0;-394,0878655;12276,78178;5935,086424;-64000,5261;0;0
2019_06;1130329,725;-8796,340275;-5231,547239;0;0;160659,8947;0;0;28,57645163;4087,814237;0;13275,07043;10656,62762;7448,063034;-58959,73109;0;0
2019_07;1250377,698;-7297,924309;-7044,152306;0;0;157870,4599;0;0;31,67342988;4537,245866;0;21684,65689;42716,13946;3982,16376;-63016,32758;0;0
2019_08;1406055,391;-8358,100698;-9526,07496;0;0;168978,738;0;0;42,77683368;13840,21875;0;34304,86872;47359,31817;2047,840264;-71787,25056;0;0
2019_09;1179440,996;-4589,264574;-9091,058935;0;0;123130,3671;0;0;47,88760558;19784,76312;0;14883,30892;147282,8506;1900,271804;-70211,41725;0;0
2019_10;1451720,753;-8473,078328;-12710,50193;0;0;154218,0041;0;0;49,283863;17598,14817;0;11704,68553;172618,3627;2508,083327;-112385,7643;0;0
2019_11;1184685,745;-4609,672159;-11679,78882;0;0;115228,6578;0;0;40,29710804;6841,692097;0;9332,08441;358686,9859;2452,199657;-95497,55475;0;0
2019_12;1306565,314;-5083,911727;-14328,85632;0;0;110183,9221;0;0;44,32345702;5880,766177;0;13677,50703;293711,6838;4266,114316;-113807,1763;0;0
2019_13;1209346,443;-7058,442272;-14599,53819;0;0;85238,04916;0;0;16,81689279;1086,511816;0;3435,929866;415742,9794;5742,413876;-150517,2642;0;0
2019_14;1365414,272;-5312,895999;-18086,20031;0;0;111674,0487;0;0;19,02429286;4437,093419;0;24492,70545;193130,0747;8386,852223;-205220,6737;0;0
2019_15;1699455,33;-3306,333327;-24548,50896;0;0;121799,0727;0;0;23,80992012;11954,35544;0;9749,216058;98580,21509;85236,08563;-308775,2337;0;0
2019_16;1844872,651;-3589,246402;-28851,23994;0;0;143307,0021;0;0;39,56983516;8697,260591;0;9095,890859;74339,22431;154282,8132;-376573,0471;0;0
2019_17;1804468,919;3510,639921;-30528,58752;0;0;119157,7243;0;0;38,85412369;7482,101974;0;8048,968769;54173,32099;181352,0839;-373988,0263;0;0
2019_18;1902483,665;11526,91796;-35998,8232;0;0;129323,2561;0;0;28,84552242;35338,96264;0;-9337,147867;24651,04899;233814,9106;-305182,944;0;0
2019_19;2253446,644;13550,14083;-45251,30174;0;0;165135,8729;0;0;24,26492005;47347,85132;0;9049,62154;144102,8615;113601,2304;-331914,6119;0;0
2019_20;2199142,337;17113,94815;-45775,62911;0;0;165784,7144;0;0;2,200178113;15525,0082;0;-12605,24337;108987,2442;177401,5402;-385764,8306;0;0
2019_21;2142608,36;16673,99502;-47396,23386;0;0;194435,2883;0;0;2,30488134;3025,180481;0;-26604,75547;71635,6379;272403,2006;-319730,5719;0;0
2019_22;2352268,777;18305,5936;-55150,69479;0;0;172049,9723;0;0;2,530420637;664,2406259;0;-15201,9235;64267,54025;292956,398;-316288,4315;0;0
2019_23;2273554,385;13269,77268;-56252,12067;0;0;155912,4673;0;0;20,81188949;128,1547231;0;-3415,529088;17300,20542;318804,6238;-236270,7662;0;0
2019_24;2262792,847;8066,192175;-54005,50796;0;0;180157,2518;0;0;2,757910093;23,32491723;0;-27717,80199;56914,58536;134203,2283;-192037,2645;0;0
2019_25;2031708,874;7905,481999;-55725,55314;0;0;168471,9969;0;0;2,70296171;4,572038685;0;-16645,63208;70635,61738;28296,63502;-192281,7998;0;0
2019_26;1875637,42;7298,200079;-54060,46318;0;0;157987,297;0;0;2,495326075;0,844164925;0;-21241,5833;6944,109822;11597,5325;-168457,3173;0;0
2019_27;1908778,205;7427,152548;-57712,0241;0;0;201380,6859;0;0;2,539416187;0,171816108;0;-22100,93137;34295,22343;73515,47106;-132954,9625;0;0
2019_28;1936568,709;3767,643404;-61203,61464;0;0;202946,1107;0;0;12,22962735;0,034795962;0;-16750,14245;33295,80455;43922,99871;-106721,3381;0;0
2019_29;2036655,629;7924,730073;-67440,9863;0;0;251814,9907;0;0;12,88666052;5970,302693;0;-17004,01163;23525,4821;58130,31825;-97512,87751;0;0
2019_30;2060325,873;8016,832191;-71244,09408;0;0;242994,339;0;0;-13,77323017;13730,00182;0;-5829,223492;10116,81948;42040,64331;-92397,08181;0;0
2019_31;1958281,427;7619,77209;-70618,81808;0;0;214329,9446;0;0;-19,07245779;8771,315245;0;-26166,97515;9070,557693;171637,6109;-57954,20842;0;0
2019_32;2034715,723;3958,5909;-76278,08586;0;0;214312,2261;0;0;-30,16938206;1819,201809;0;-25677,92834;104831,0303;349265,9842;-58003,2844;0;0
2019_33;2157037,26;8393,14109;-84291,13658;0;0;188844,0632;0;0;-32,04518577;386,4624061;0;-27051,04606;166448,3939;561285,8034;-140246,0237;0;0
2019_34;2215713,781;25864,3632;-90677,34264;0;0;174659,387;0;0;-18,09356757;21911,11402;0;-28241,27127;121952,3617;717339,1545;-181095,6281;0;0
2019_35;1954803,439;30424,95625;-83370,12554;0;0;137702,1297;0;0;-10,73012643;35623,6447;0;-50055,586;25147,23676;634188,682;-213374,8129;0;0
2019_36;1651769,344;25708,47228;-73060,70137;0;0;129735,8223;0;0;-34,07217342;16504,85187;0;-21838,35994;31298,78203;375080,2121;-366433,4574;0;0
2019_37;1822370,635;24818,27713;-83360,36191;0;0;170938,5771;0;0;-24,31381036;3634,930855;0;-20643,86442;77357,08381;176461,4114;-346100,0485;0;0
2019_38;1841930,043;21501,12891;-87055,73705;0;0;160404,9531;0;0;-11,15488884;733,3785322;0;-50124,57307;59662,97923;85255,9447;-264304,0974;0;0
2019_39;1526932,673;14853,43067;-74503,6006;0;0;132916,0706;0;0;-9,482182666;121,3581533;0;-38571,81294;27841,27683;39988,25333;-243935,1044;0;0
2019_40;1552985,063;15106,85859;-78314,91012;0;0;195737,4049;0;0;-9,64396683;24,68575108;0;-27019,92396;29150,63408;43343,71923;-230934,5869;0;0
2019_41;1753986,616;23886,97726;-91698,11732;0;0;226374,6892;0;0;-10,93415107;5,597649521;0;-38084,42828;59551,95381;40613,7299;-218681,4146;0;0
2019_42;1724331,344;23483,11169;-93030,0409;0;0;204574,3959;0;0;3,797204126;1,100601617;0;-50441,6631;38842,68668;43519,96417;-183182,2055;0;0
2019_43;1501234,496;26286,20713;-83845,34791;0;0;205343,7681;0;0;-8,912449493;13589,46833;0;-43374,87124;49717,39385;31204,65705;-140742,4878;0;0
2019_44;1425201,853;27727,66251;-82188,10655;0;0;180205,7906;0;0;-28,1034876;19719,98844;0;-54292,86775;100334,6096;36882,9211;-135825,3678;0;0
2019_45;1483660,709;29045,99154;-80762,63542;0;0;178610,8726;0;0;-37,78333515;12068,3422;0;-40678,16238;41196,22251;24357,3192;-178806,8092;0;0
2019_46;1181790,716;27590,44474;-72518,03839;0;0;140233,3262;0;0;-32,53527127;10405,39092;0;-27287,34082;23722,65443;46789,55779;-164031,2902;0;0
2019_47;1101054,993;29989,82472;-69763,84304;0;0;140177,9123;0;0;-33,61908786;13609,57112;0;-34734,59596;209541,8108;63635,41738;-131244,8948;0;0
2019_48;1284305,172;37479,72292;-83816,89409;0;0;214128,7693;0;0;-45,84985829;15908,37372;0;-45264,46215;243117,8107;81231,19275;-158192,8186;0;0
2019_49;1436486,179;41920,80289;-96326,71795;0;0;235351,0319;0;0;-48,94498414;8120,731157;0;-65802,42776;85580,23403;109173,6683;-166553,4934;0;0
2019_50;1630510,907;53927,40353;-112709,4667;0;0;263829,3661;0;0;-55,76597472;17870,77234;0;-80024,26544;127734,5823;182445,5332;-171032,214;0;0
2019_51;1714886,372;60054,38658;-121904,7066;0;0;271050,1169;0;0;-42,85780752;20647,22001;0;-88626,23197;268700,7761;250749,7549;-161146,2171;0;0
2019_52;1610210,673;75184,93414;-118756,2238;0;0;260320,9532;0;0;-62,96903443;40706,53385;0;-64698,42197;47849,66464;256045,5;-132431,3725;0;0
2020_01;1425744,956;70331,166;-113916,1285;0;0;260535,8161;0;0;-44,1541805;42026,35855;0;-80854,57361;27179,87064;95622,91785;-163639,6366;0;0
2020_02;1368650,047;61782,815;-102569,3994;0;0;224039,0695;0;0;-38,78749238;7383,659005;0;-68966,64479;9452,435545;85046,71487;-159212,3821;0;0
2020_03;1207734,273;56392,26177;-95915,72329;0;0;205732,4524;0;0;-36,63842316;1347,886889;0;-65765,43765;22523,83905;46920,36734;-120158,6088;0;0
2020_04;1128882,617;52710,47237;-91812,33864;0;0;206537,4416;0;0;-34,24634038;251,9769641;0;-78483,45871;8788,471446;54195,19693;-95610,49971;0;0
2020_05;1051344,96;49090,03703;-87528,79143;0;0;194199,7318;0;0;-31,89411975;46,93396945;0;-74125,51871;32794,55076;40715,26159;-71043,7475;0;0
2020_06;1113285,792;51982,21595;-94839,87601;0;0;183348,2808;0;0;-33,7731874;9,939824384;0;-68172,98643;42179,64964;41780,46894;-59208,76606;0;0
2020_07;1235554,504;57691,26088;-107660,2407;0;0;196558,2956;0;0;-37,48239142;2,20629687;0;-55700,63644;99822,62568;67309,47377;-48470,7637;0;0
2020_08;1401835,696;66729,25025;-127322,824;0;0;230011,0613;0;0;-33,11265656;4502,921533;0;-40046,31438;84541,87795;88765,42428;-49978,06802;0;0
2020_09;1266971,608;54003,47231;-105316,5926;0;0;140480,4136;0;0;-22,63722765;4372,602932;0;-53492,24849;20266,76184;51749,00912;-35428,662;0;0
2020_10;1460767,889;68207,06098;-135904,7186;0;0;160164,6691;0;0;-28,59110166;1104,530439;0;-61793,4958;11684,42142;97538,95525;-74735,34812;0;0
2020_11;1180031,652;52384,99332;-102534,3223;0;0;116141,6781;0;0;-21,11962336;3411,507627;0;-52531,29903;4447,078915;86439,36805;-60771,30673;349559,0564;0
2020_12;1308639,573;63649,78469;-127201,5213;0;0;150520,3135;-30909,39321;0;-42,43379085;16171,7725;0;-43111,65274;2971,573368;93177,78903;-79585,50301;-254836,6309;0
2020_13;1215893,625;61504,3468;-120854,6487;0;0;134190,9085;-86316,18975;0;-52,18377358;24062,85508;0;-48252,41792;1579,493021;54839,21598;-128016,2638;-486291,012;0
2020_14;1288669,13;61504,3468;-8228,984332;0;0;9484,802058;-17160,03076;0;-11,10225983;1018,110972;0;-4731,752974;61,49966576;3543,263303;-8879,185596;-1319543,325;0
2020_15;1611832,501;61504,3468;-6793,371265;0;0;7040,88958;-12139,87695;0;-64,6540627;164,7962636;0;-4330,337484;3818,394915;3873,749464;-3883,155684;-1642782,023;0
2020_16;1828314,54;61504,3468;-17144,31984;0;0;16178,27021;-28762,52616;0;-354,8236209;81,56933421;0;-11878,19098;10207,22579;7488,352919;-7644,551111;-1808915,782;0
2020_17;1817881,512;61504,3468;-26066,5379;0;0;23216,92265;-42419,62745;0;-550,6291128;24,33116098;0;-14495,12115;1681,128555;17825,04198;-9714,98969;-1711435,677;0
2020_18;1862216,936;61504,3468;-47880,0551;0;0;41593,48133;-70640,12009;0;-642,6104044;8,770652735;0;-27461,81117;54067,21036;29249,21487;-14515,34891;-1638163,784;0
2020_19;2205707,273;61504,3468;-61588,14139;0;0;49709,5516;-86464,30686;0;-442,8899229;2,214593754;0;-31718,54663;1477,166042;46346,13264;-16983,10465;-1785385,675;0
2020_20;2279594,262;61504,3468;-87130,9417;0;0;66024,11296;-101966,4918;0;-653,2188079;0,615188255;0;-62474,9658;580,1084896;72239,22329;-22748,67193;-1567074,918;0
2020_21;2104860,197;61504,3468;-115121,8528;0;0;81768,1195;-123482,2131;0;-517,542341;0,159642375;0;-83939,82818;230,6670204;112371,8283;-30404,08693;-1202923,423;0
2020_22;2269900,93;61504,3468;-177437,7675;0;0;119523,934;-165437,9806;0;-1018,364827;0,04833978;0;-121577,1195;5215,357937;235715,595;-56805,16279;-750423,6953;0
2020_23;2323212,186;61504,3468;-209614,8495;0;0;132472,6594;-154137,5207;0;-661,3060146;0,011221726;0;-148230,8893;2950,777499;392833,1553;-21352,99834;-549650,0979;333969,5425
2020_24;2242517,556;61504,3468;-203030,7635;0;0;116707,5691;-120495,2051;0;-595,5277201;0,00213642;0;-139025,9482;2902,734925;555865,589;-12383,96518;-397899,4816;429178,2676
2020_25;2095506,714;61504,3468;-221252,6202;0;0;143480,2296;-108005,8505;0;-380,998967;0,000457727;0;-187766,6173;28129,99623;569931,548;-18794,52584;-285731,719;0
2020_26;1909609,03;61504,3468;-221587,9311;0;0;149077,5074;-97711,34855;0;-296,322757;9,0149E-05;0;-191973,5809;10179,7825;488793,0962;-20478,03992;-128377,8148;0
2020_27;1868900,138;61504,3468;-224062,1893;0;0;187780,2836;-73093,03345;0;-353,3818711;4833,900132;0;-158357,314;47042,33545;573505,38;-11970,48707;-97864,27167;333509,7876
2020_28;1909655,058;61504,3468;-239666,3441;0;0;213742,7086;-69671,22362;0;-181,4315753;6103,579012;0;-157739,8118;130438,4217;538162,3593;-13411,01007;-42927,93573;0
2020_29;1953154,438;64598,49309;-254889,3103;0;0;240371,3164;-63437,5404;0;-90,70528263;5711,22063;0;-200184,0401;47903,34035;487386,8187;-15689,59001;0;0
2020_30;2063872,979;68260,39036;-273677,2426;0;0;286933,5385;-67033,6267;0;-121,9977997;5892,166309;0;-231494,2929;54287,95922;422165,6784;-21107,88122;0;0
2020_31;1997883,479;93286,38813;-272684,9574;0;0;269311,37;-65745,74661;0;-68,78347101;1155,792674;0;-208376,9352;53244,78468;248295,1375;-24566,88257;0;0
2020_32;1958429,776;102874,7159;-273004,813;0;0;289032,2175;-60937,72629;0;-90,00414332;12456,52404;0;-191767,129;54078,1375;551450,7818;-29206,61913;0;0
2020_33;2078392,675;113219,8344;-294753,3487;0;0;273990,1691;-41136,49722;0;-119,6504417;21848,38049;0;-244752,9104;94472,79522;883701,4023;-60135,49188;0;0
2020_34;2182992,547;123164,9492;-314893,0272;0;0;259011,7129;-47615,15329;0;-104,3617995;17641,70231;0;-241675,3433;83690,41721;1027693,358;-83480,36302;0;419704,8944
2020_35;2166418,821;126444,6783;-317793,7467;0;0;229144,57;-35505,50445;0;-114,8381797;16481,14121;0;-241756,1177;15751,8291;1015341,564;-99139,68501;0;417285,4779
2020_36;1810048,398;112687,838;-270455,3105;0;0;185141,607;-36089,6981;0;-98,95613774;19441,61807;0;-176448,4942;0,017613202;672880,7609;-207438,9096;0;349924,8469
2020_37;1651485,068;102816,191;-250383,5523;0;0;149291,6684;-54331,49525;0;-69,22308225;13799,47045;0;-179295,7375;0,009640651;227609,7496;-180149,6335;0;0
2020_38;1877428,259;116882,6932;-288761,3077;0;0;203577,8538;-61764,70286;0;-70,51912584;3137,481079;0;-231777,2834;33091,85899;269047,8148;-125540,8397;0;0
2020_39;1747651,056;112203,2779;-273142,7758;0;0;220979,3069;-77673,4301;0;-64,22384871;26371,20838;0;-204183,3009;12296,28849;144077,1539;-133662,2901;0;0
2020_40;1487468,589;95498,95612;-235759,4142;0;0;178017,9377;-77251,85147;0;-51,83215918;31358,62467;0;-179061,095;42092,02915;133729,574;-185797,8445;0;0
2020_41;1593610,254;105413,9079;-256569,9543;0;0;217015,3184;-93280,09152;0;-60,9590369;17325,8414;0;-194707,7954;79232,19648;119955,3461;-219093,0817;0;0
2020_42;1766568,991;109980,9489;-287276,3524;0;0;229327,4306;-110071,1962;0;-82,31258269;9693,081829;0;-219571,4292;37641,21623;133878,58;-199261,8076;0;0
2020_43;1680473,22;104620,9008;-276987,3761;0;0;196907,4142;-118946,8679;0;-78,30098431;1844,135668;0;-193639,8999;13380,39958;115029,7329;-160434,0426;0;0
2020_44;1466710,783;91312,73356;-244995,9031;0;0;212840,33;-113320,7012;0;-59,29635212;9479,934778;0;-188854,6096;194246,024;174489,3062;-134135,7405;0;0
2020_45;1490816,817;89876,04319;-230804,5809;0;0;193578,2476;-113518,2281;0;-59,49609711;17847,3553;0;-192474,381;117639,1035;125379,3012;-142484,0609;0;0
2020_46;1400805,156;100836,1688;-242386,442;0;0;216562,2355;-111333,752;0;-66,63465762;28372,12584;0;-186294,7229;27130,38743;291538,8411;-178925,8355;0;0
2020_47;1152378,4;78469,34629;-201242,6898;0;0;173807,3468;-102808,2303;0;-34,63001876;18442,02158;0;-154476,5009;396351,0394;301700,8583;-140667,6382;0;0
2020_48;1108656,272;79805,99625;-196791,505;0;0;188901,7676;-97594,87081;0;-24,13798132;9360,263099;0;-132397,3645;374859,7306;299720,5429;-133793,4635;0;0
2020_49;1292363,232;95544,36349;-232712,254;0;0;207684,1492;-121788,3385;0;-38,70752339;12735,64809;0;-158665,0678;70739,36627;306498,7993;-130435,4108;0;0
2020_50;1443898,51;106747,3607;-263234,4377;0;0;259910,247;-134613,2786;0;-48,52039227;7066,112637;0;-180657,5228;132419,2366;379174,2363;-121652,3992;0;0
2020_51;1634476,176;124016,6749;-302187,6466;0;0;281054,0305;-137803,6195;0;-52,98543396;11255,39262;0;-185027,1066;119789,4286;389764,1159;-124271,415;0;0
2020_52;1712276,435;143244,9158;-322733,2451;0;0;285377,3961;-121898,2689;0;-64,21622472;33821,86645;0;-214197,7955;219550,7171;598291,8619;-119842,5953;0;0
2020_53;1482917,659;141015,9346;-308335,457;0;0;258101,2226;-144671,7379;0;-57,78918083;26457,96551;0;-216467,8992;213764,204;559529,2729;-79310,23073;0;0
2021_01;1624999,999;131325,8706;-290550,2951;0;0;257246,8444;-156164,853;0;-57,11469685;4927,9755;0;-211001,0255;35845,94811;231769,8596;-52219,5952;0;0
2021_02;1313048,666;114955,6225;-257309,2651;0;0;202552,1841;-156130,9418;0;-58,42634839;862,7370814;0;-152032,5356;0,000752267;115355,0154;-45854,7676;0;0
2021_03;1202272,48;105257,3183;-238325,7575;0;0;187634,4458;-144185,9702;0;-47,4065444;157,9903437;0;-137500,3147;63154,53249;95202,1603;-41341,26448;0;0
2021_04;1119867,007;95864,10178;-224125,1249;0;0;161237,2439;-120371,461;0;-50,05623061;3813,225041;0;-136334,1929;19974,34312;100225,6187;-35587,98334;0;0
2021_05;1050022,927;87842,38498;-212138,0074;0;0;142817,6751;-114263,6724;0;-46,45465062;7712,760634;0;-135483,1809;59024,22521;67391,73985;-40149,12395;0;0
2021_06;1128013,197;94366,86282;-230435,9788;0;0;152447,1261;-114146,5737;0;-52,9011707;5371,393898;0;-132315,5258;101410,0588;73318,82853;-62517,21336;0;0
2021_07;1245066,991;106581,6101;-257612,4282;0;0;157638,1592;-111629,7658;0;-58,49554955;5523,794047;0;-163474,2652;229371,6763;75821,03798;-73914,03352;0;0
2021_08;1462613,821;118636,934;-283938,6688;0;0;148943,5079;-126553,408;0;-59,95027377;10053,15456;0;-195696,4572;50852,20068;94488,04852;-59940,27484;0;0
2021_09;1177203,942;105352,882;-249763,1448;0;0;142968,462;-77035,36279;0;-57,98974356;5336,273985;0;-167176,1105;162860,9962;110064,8849;-61974,17857;0;0
2021_10;1444531,726;129277,1584;-309738,3226;0;0;160291,333;-122592,4226;0;-54,77928609;5633,892948;0;-237063,3438;137394,2172;147052,7847;-108250,7756;0;0
2021_11;1181055,094;105697,5376;-255902,622;0;0;123751,3065;-91778,76297;0;-44,78777014;4456,806664;0;-176750,2036;75757,73684;475411,9178;-107013,9952;0;0
2021_12;1304657,142;119297,443;-286126,9228;0;0;124435,8848;-84860,07397;0;-49,56333414;5482,894766;0;-218847,7537;139842,2436;582202,582;-177719,0095;0;0
2021_13;1203714,801;112409,1643;-267170,9032;0;0;116155,1387;-85845,02748;0;-52,04873946;9337,033301;0;-188017,0247;113181,6404;521744,4279;-189654,5077;0;0
2021_14;1360657,935;127065,3324;-305064,5907;0;0;141632,8909;-83773,55545;0;-51,79466125;6821,757909;0;-213660,5646;144861,2751;523336,5023;-163300,5974;0;0
2021_15;1692061,169;164597,3899;-384527,2437;0;0;165743,0411;-75797,49327;0;-65,30492289;13945,92968;0;-279249,1479;220308,6583;621487,6174;-189196,4869;0;0
2021_16;1830753,198;181650,6091;-420905,2869;0;0;164914,5526;-107652,3533;0;-59,38196853;16293,41359;0;-300905,8936;69467,71745;182704,893;-173748,1617;0;0
2021_17;1793005,592;184881,8995;-417728,751;0;0;195422,1862;-102093,4349;0;-69,10551442;3202,790495;0;-303952,3452;116992,967;124177,5112;-145270,4857;0;0
2021_18;1977008,472;203854,9592;-465044,7252;0;0;219762,0473;-111547,1593;0;-61,57038215;706,2938313;0;-357669,2735;221711,8494;324304,7907;-122613,4491;0;0
2021_19;2326177,604;235333,1428;-551424,9429;0;0;238006,7856;-87745,04258;0;-54,24480472;16679,97703;0;-383932,4827;268788,698;661585,4854;-98090,005;0;0
2021_20;2188005,678;221354,66;-523560,6636;0;0;222222,9583;-58790,70216;0;-67,75075996;18670,99074;0;-390638,6643;250382,3215;679649,8793;-36064,40121;0;0
2021_21;2133607,274;215851,3195;-515299,4396;0;0;233776,2753;-55124,07899;0;-66,06633414;3641,35816;0;-416506,2482;199731,7371;610117,0754;-33306,2159;0;0
2021_22;2342039,301;246050,8215;-572861,994;0;0;261964,5201;-57079,58407;0;-61,40759394;17771,27093;0;-480973,5939;183633,2327;657294,7847;-40526,65732;0;0
2021_23;2267520,942;233810,5252;-558693,0011;0;0;311588,4808;-48123,66003;0;-59,13784477;36154,47188;0;-452642,3021;236337,5025;656035,5641;-42048,73415;0;0
2021_24;2272397,087;216878,4985;-514111,7775;0;0;275977,9972;-56734,92564;0;-53,93433396;21477,91006;0;-382699,0796;344673,384;420832,6762;-43270,53343;0;0
2021_25;2022578,093;220358,7027;-509966,4673;0;0;280495,2528;-70517,25282;0;-60,20341782;32738,0759;0;-391943,5959;161358,99;312038,1341;-42929,62968;0;0
2021_26;1866285,728;192438,0225;-472187,8921;0;0;271207,3957;-82114,63129;0;-91,88000648;44117,26841;0;-376229,107;222923,01;151626,2909;-41661,68322;0;0
2021_27;1900030,783;207007,2449;-487456,5097;0;0;267563,4643;-75143,17008;0;-99,99316165;32479,73034;0;-370209,3841;222456,2211;117472,9561;-58957,50088;0;0
2021_28;1928722,616;217637,9605;-500804,1294;0;0;262152,4273;-69495,28177;0;-62,33135656;25196,6514;0;-369468,8728;209635,3209;83529,36517;-82794,5278;0;0
2021_29;2026385,321;232600,6496;-531539,9301;0;0;251809,584;-71021,83401;0;-42,76361474;12813,56627;0;-389067,0225;24239,20394;75103,61877;-105676,9557;0;0
2021_30;2055138,488;231902,7866;-542636,9414;0;0;266293,1118;-76196,6535;0;-68,06054744;22007,11055;0;-389524,5696;170018,0153;389282,8842;-182217,6362;0;0
